"id_display","category","question","correct_answer","created_at"
"531","airline","Quand a été introduit le B777 chez AF ?","1998","2024-08-10T10:29:49.075+00:00"
"523","geography","Quelle est la latitude de la ville de Buenos Aires ?","34°S","2025-12-09T15:41:44.072+00:00"
"533","fleet","Boeing 777 présents dans la flotte Air France ?","64","2024-08-10T07:21:58.112+00:00"
"553","geography","Quelle est la ville la plus haute?","La Paz","2024-08-09T21:48:18.861+00:00"
"554","aircrafts","Quelle est la durée du plus long vol de Voyager ? (arrondie à l'heure)","216h","2024-08-09T17:23:03.719+00:00"
"557","aircrafts","Combien de roues au total compte-t-on sur le train d’atterrissage principal d’un Airbus A220 :","4","2024-08-09T10:14:47.031+00:00"
"567","aircrafts","Passagers dans un Boeing 747 ?","500","2024-08-10T07:21:58.112+00:00"
"568","fleet","Historiquememt, Boeing 747 présents dans la flotte Air France ?","99","2024-08-10T07:21:58.112+00:00"
"3567","theory","Avec une piste orientée 27 (270°) et un vent du 210° pour 20 kt, quelle est la composante de vent de travers ?","17 kt","2025-09-03T20:29:15.056+00:00"
"3568","theory","Lors d’un vol VFR, à partir de quelle hauteur doit-on passer du calage QNH au calage standard (1013 hPa) en France ?","altitude de transition publié","2025-09-03T20:29:15.056+00:00"
"572","aircrafts","Quelle est la capacité d'emport carburant approximative d'un B777 ?","175.000 litres","2024-08-08T13:35:43.699+00:00"
"3571","theory","Quelle est la fonction principale d'un aileron sur un avion ?","Permettre à l’avion de s’incliner (roulis) pour tourner","2025-09-04T09:04:57.443+00:00"
"3572","theory","Qu'est-ce qu'un altimètre dans un avion ?","Un instrument qui indique l’altitude de l’avion","2025-09-04T09:04:57.443+00:00"
"575","aircrafts","Passagers dans un A320 ?","174/178","2024-08-10T07:21:58.112+00:00"
"3573","theory","La portance est la force qui permet le vol. Laquelle de ces forces s'oppose à la portance ?","Le poids","2025-09-04T13:57:00.29+00:00"
"577","aircrafts","Passagers dans un A319 ?","142","2024-08-10T07:21:58.112+00:00"
"3574","aircrafts","Quel avion a révolutionné l'insonorisation de la cabine, grâce à la position de ses réacteurs situés au niveau de la queue de l'appareil ?","La caravelle","2025-09-04T13:57:00.29+00:00"
"3575","theory","Pour qu'un avion puisse virer de manière propre, le pilote doit...","Pencher le manche à gauche ou à droite et se servir du palonnier","2025-09-04T13:57:00.29+00:00"
"582","aircrafts","Quand s'est arrêtée la production du B737 NG ?","2020","2024-08-08T13:35:43.699+00:00"
"583","airline","Qui est à la tête du groupe Air France/KLM ?","Benjamin Smith","2024-08-08T06:26:46.854+00:00"
"584","fleet","Date de livraison du premier Neo de Transavia ?","10 janvier 2024","2024-08-10T07:21:58.112+00:00"
"3579","network","Quelle est la destination long-courrier la plus récemment inaugurée par Air France ?","Phuket (Thaïlande)","2025-09-04T17:44:06.088+00:00"
"3580","fleet","Combien d’Airbus A350-900 sont actuellement exploités par Air France (mi-2025) ?","39","2025-09-04T17:44:06.088+00:00"
"3581","airports","Quel aéroport est le plus fréquenté au monde en nombre total de passagers en 2024 ?","Atlanta – Hartsfield-Jackson (ATL)","2025-09-04T17:44:06.088+00:00"
"562","history","Quel est le premier aerdome de France ?","Viry-Chatillon","2024-08-08T14:49:59.316+00:00"
"563","history","En quelle année la Caravelle a-t-elle effectué son vol inaugural ?","1955","2024-08-08T13:35:43.699+00:00"
"564","airline","Quelle ligne au départ de Los Angeles à été assuré par Air France à l'occasion du festival de Cannes ?","Nice","2024-08-08T07:18:18.304+00:00"
"565","theory","Parmi les propositions suivantes, la quelle n'est pas un types d'ailes ?","Triangulaire","2024-08-08T07:18:18.304+00:00"
"591","history","En quelle année l’océan Atlantique a-t-il été traversé en avion et sans escale pour la première fois ?","1919","2025-08-27T13:33:36.264+00:00"
"587","geography","Quelle est la capitale située le plus à l'est parmi les suivantes ?","Wellington, Nouvelle-Zélande","2024-08-07T16:17:19.027+00:00"
"588","geography","Laquelle de ces villes est la plus proche de l'Équateur ?","Singapour, Singapour","2024-08-07T16:17:19.027+00:00"
"589","aircrafts","Quelle est la vitesse d'atterrissage d'un Airbus 320 ?","137kt","2024-08-07T14:26:10.589+00:00"
"590","history","Quel pilote d’avion a réussi à relier New York à Paris en solitaire et sans escale en 1927 ?","Charles Lindbergh","2024-08-07T13:07:46.967+00:00"
"3576","theory","Quand a lieu la brise de terre ?","Apres le coucher du soleil","2025-09-04T13:58:41.926+00:00"
"602","history","A qui est attribué l’invention de l’avion en 1890?","Clément Ader","2024-08-06T10:29:21.06+00:00"
"603","geography","Quel est le décalage horaire entre Paris et Los Angeles en hiver ?","9h","2024-08-08T06:26:46.854+00:00"
"3577","theory","Quand commence la nuit aéronautique ?","30 minutes apres le coucher du soleil","2025-09-04T13:58:41.926+00:00"
"605","aircrafts","Quel est le nom de l’avion à avoir atteint la plus haute altitude?","MiG-25","2024-08-06T10:29:21.06+00:00"
"606","airline","Où sont effectué la maintenance des réacteurs de Airfrance ?","Orly","2024-08-05T18:50:08.433+00:00"
"607","theory","Les inverseurs de poussée permettent de diminuer la distance de freinage de combien de % ?","25% à 50%","2024-08-06T16:42:48.122+00:00"
"3578","theory","Que signifie galley en aéronautique ?","Un office qui sert à la préparation des boissons et des repas","2025-09-04T13:58:41.926+00:00"
"3582","fleet","Quelle est la portée typique d’un Airbus A350 en service long-courrier au sein de la flotte Air France ?","Environ 15 000 km","2025-09-08T20:16:39.461+00:00"
"3583","theory","Quel est le procédé d'examen requis pour obtenir une licence de pilote de ligne (ATPL) en France ?","Licence obtenue après validation d’un examen théorique et d’heures de vol pratiques","2025-09-08T20:16:39.461+00:00"
"592","history","À qui est attribuée l’invention de l’avion en 1890 ?","Clément Ader","2024-08-07T13:07:46.967+00:00"
"593","airports","Quel est le code OACI de l’aéroport de Bordeaux?","LFBD","2024-08-06T18:19:23.947+00:00"
"594","airports","Combien y-a-t-il de pistes à Roissy CDG?","4","2024-08-06T18:19:23.947+00:00"
"595","geography","Quelle est la capitale du Niger?","Niamey","2024-08-06T18:19:23.947+00:00"
"598","history","Parmi les suivants, quelle personnalité n’a pas été pilote ?","Max Hymans","2024-08-06T16:42:48.122+00:00"
"599","airline","La première formation cadet AF a eu lieu en quelle année ?","1999","2024-08-06T16:42:48.122+00:00"
"600","aircrafts","Quelles sont les moteurs des A220 ?","Pratt & Whitney","2024-08-05T18:50:08.433+00:00"
"601","history","Quand a été ouvert le concours de l'ENAC pour les femmes ?","1973","2024-07-30T13:30:56.709+00:00"
"608","history","Le premier avion à avoir dépassé le mur du son est :","le Bell X-1","2024-08-04T00:35:57.853+00:00"
"610","history","Marcel Dassault s’est fait connaître pendant la première guerre mondiale en créant une hélice très performante pour l’époque il s’agit de l’hélice :","Eclair","2024-08-04T00:35:57.853+00:00"
"611","theory","Qu'est-ce que le phénomène de "spoofing"?","Le leurrage des systèmes de navigation GPS","2024-08-03T19:54:07.701+00:00"
"612","airline","Quelle est la première femme à avoir été pilote de ligne au sein de la compagnie Air France ?","Danielle Décuré","2024-08-03T19:54:07.701+00:00"
"613","geography","Quelle est la capitale du Honduras ?","Tegucigalpa","2024-08-03T15:21:05.863+00:00"
"616","airline","En quelle année a été inaugurée la ligne Paris - NYC chez Air France?","1946","2024-08-03T13:15:18.456+00:00"
"619","fleet","Combien de y’a il de sièges en classe économique sur les B777-300ER dits “COI” de Air France?","430","2024-08-02T21:18:11.497+00:00"
"620","fleet","Quelle est l’immatriculation du plus vieil A320 encore en service chez Air France ?","F.GKXC","2024-08-02T18:01:24.97+00:00"
"621","airports","Quel est le 3ème aéroport français en trafic de passagers commerciaux après Paris CDG et Paris-Orly ?","Nice","2024-08-02T18:01:24.97+00:00"
"622","network","Quelle est l’escale long-courrier d’Air France la plus au sud ?","Buenos Aires","2024-08-02T18:01:24.97+00:00"
"623","airline","Combien de DC-10 étaient en service chez air France ?","4","2024-08-02T16:05:00.261+00:00"
"3584","history","Qui est l’aviateur français célèbre pour avoir dit : « Ce que j’ai fait, je te jure, jamais aucune bête ne l’aurait fait. » ?","Henri Guillaumet","2025-09-08T20:16:39.461+00:00"
"628","aircrafts","Quelle compagnie sera le client de lancement du Boeing 777-9?","Lufthansa","2024-08-02T21:18:11.497+00:00"
"630","airline","Quel est le nom du programme de fidélité d'Air France lancé en 1992 ?","Fréquence Plus","2024-08-01T21:14:17.301+00:00"
"652","theory","Combien de pays sont membres de l'Organisation de l'aviation civile internationale (OACI) ?","193 pays","2024-07-30T13:30:56.709+00:00"
"653","aircrafts","Quel est le nom des moteurs utilisés sur un Boeing 777 ?","General Electric GE90","2024-08-01T07:40:03.517+00:00"
"654","airports","Combien de twr of control à CDG ?","4","2024-07-31T08:34:19.521+00:00"
"626","fleet","Quels moteurs sont utilisés sur les Airbus A320-200 d'Air France ?","CFM International CFM56","2024-08-01T21:14:17.301+00:00"
"634","aircrafts","Quel est le plus gros avion au monde ?","Antonov An-225 Mriya","2024-08-01T07:46:43.242+00:00"
"636","aircrafts","Quelle est la vitesse approximative du Concorde en croisière ?","Mach 2.0","2024-08-01T07:40:03.517+00:00"
"639","history","André Garnerin (1769-1823) s’est illustré par :","Le premier saut en parachute","2024-07-31T09:52:48.294+00:00"
"641","theory","Les becs d’attaque s’appellent aussi :","Slats","2024-07-31T08:34:19.521+00:00"
"644","airports","Quel est le plus grand aéroport du monde en terme de superficie totale ?","Aéroport international du roi Fahd d'Arabie saoudite","2024-07-30T13:30:56.709+00:00"
"645","aircrafts","Quel avion détient le record du vol commercial le plus long sans escale ?","Airbus A350 XWB","2024-07-30T13:30:56.709+00:00"
"646","geography","Quel est le nom donné à la route la plus courte entre deux points sur le globe terrestre ?","Orthodromie","2024-07-30T13:30:56.709+00:00"
"647","theory","Quel est le nom donné à la route magnétique effectuée à cap constant?","Loxodromie","2024-07-30T13:30:56.709+00:00"
"649","fleet","Combien y-a-t-il de place dans un A220 d'Air France ?","148","2024-07-30T13:30:56.709+00:00"
"650","airports","Quel est le nom de l'aéroport principal de Charlotte, USA ?","Douglas","2024-07-30T13:30:56.709+00:00"
"651","aircrafts","Quelle était la spécificité de la Caravelle à sa sortie ?","C'est le premier biréacteur civil produit en série","2024-07-30T13:30:56.709+00:00"
"655","geography","Quelle est la capitale du Venezuela ?","Caracas","2024-07-30T18:50:19.474+00:00"
"657","history","Quelle est l'aviatrice qui a traversé la première l'Atlantique entre Terre-Neuve et l'Irlande en 1932 ?","Amelia Earhart","2024-08-01T07:46:43.242+00:00"
"3586","theory","Dans l’espace aérien contrôlé européen, que signifie l’acronyme RVSM ?","Réduction de la séparation verticale de 2 000 ft à 1 000 ft entre FL 290 et FL 410","2025-09-09T20:28:05.138+00:00"
"3587","theory","Quel nuage engendre des orages ?","Cumulonimbus","2025-09-13T11:21:40.545+00:00"
"3589","theory","Que signifie l’acronyme TCAS ?","Traffic Collison Avoidance System","2025-09-13T11:21:40.545+00:00"
"3590","theory","Quel instrument appelle-t-on couramment le "badin" ?","L'anémomètre","2025-09-13T15:52:47.338+00:00"
"678","theory","Le code standard d'un transpondeur en VFR en l'absence d'instruction du contrôle.","le 7000","2024-07-30T13:30:56.709+00:00"
"679","theory","Les conditions les plus pénalisantes en termes de distance de décollage sont :","temps chaud et en altitude","2024-07-30T13:30:56.709+00:00"
"3591","history","Qui était Jacques Rosay ?","Chef pilote d'essai Airbus","2026-01-23T12:11:31.624+00:00"
"681","history","Quelle compagnie est responsable de la perte d'une lamelle en titane sur l'un de ses avions causant le célèbre accident du concorde ?","Continental","2024-07-30T13:30:56.709+00:00"
"682","theory","L'appareil qui permet de mesurer l'humidité est un :","hygromètre","2024-07-30T13:30:56.709+00:00"
"683","military","Lors de la création d'AF en 1933, combien de compagnies sont fusionnées pour former un seul et même groupe?","5","2024-07-30T13:30:56.709+00:00"
"685","aircrafts","Combien de trains d'atterrissage sur un A380?","5","2024-07-30T13:30:56.709+00:00"
"686","geography","Quelle est la latitude de Pékin ?","39°N","2024-07-30T13:30:56.709+00:00"
"660","theory","De quelle couleur est l'essence 100LL ?","Bleue","2024-07-30T13:30:56.709+00:00"
"662","geography","Parmi ces villes, laquelle se situe au plus proche de l'Equateur terrestre?","Libreville","2024-07-30T13:30:56.709+00:00"
"663","airports","Le numéro d'une piste dont l'orientation magnétique est de 126° est :","13","2024-07-30T13:30:56.709+00:00"
"665","geography","Quelle est la capitale du Nigéria ?","Abuja","2024-07-30T13:30:56.709+00:00"
"667","theory","Selon la classification de l'OACI, que désigne t-on comme étant un « plus lourd que l'air » ?","Aérodynes","2024-07-30T13:30:56.709+00:00"
"669","theory","Quel type de nuages sont observables à la plus haute altitude parmis les suivants ?","Cirrus","2024-07-30T13:30:56.709+00:00"
"670","theory","Quel système n'est pas un un moyen de radionavigation ?","TCAS","2024-07-30T13:30:56.709+00:00"
"671","aircrafts","Quel était le nom initial de l'A220 ?","Bombardier C Series","2024-07-30T13:30:56.709+00:00"
"672","airline","Quelle compagnie ne fait pas partie de l'alliance Skyteam (août 2023) ?","American Airlines","2024-07-30T13:30:56.709+00:00"
"676","airports","Combien de pistes comporte l'aéroport d'O'Hare ?","8","2024-07-30T13:30:56.709+00:00"
"687","military","Le premier avion à réaction au monde à avoir été engagé en combat aérien a été le :","Messerschmitt 262","2024-07-30T13:30:56.709+00:00"
"688","history","En quelle année à eu lieu le premier tour du monde sans escale et sans ravitaillement ?","1986","2024-07-30T13:30:56.709+00:00"
"661","military","Quelle était l'emblème de l'escadrille française la plus prestigieuse de la 1ère guerre mondiale ?","Cigogne","2025-03-17T23:09:49.925+00:00"
"684","aircrafts","Quelle est la longueur d'un A330 ?","59","2025-03-17T23:09:49.925+00:00"
"668","history","Quelle fut la première femme à passer le mur du son ?","Jacqueline COCHRAN","2025-03-17T23:09:49.925+00:00"
"3592","theory","Quelle est la fonction d'un "winglet" ?","Empêcher la formation de vortex","2025-09-13T15:52:47.338+00:00"
"707","network","Quel est le vol sans escale le plus long d'Air France?","Paris - Santiago","2024-07-30T13:30:56.709+00:00"
"708","aircrafts","Quel était le surnom des Lockheed "Constellation", "Super constellation", "Super G" ?","Connie","2024-07-30T13:30:56.709+00:00"
"710","theory","Quelle est la circonférence de la Terre ?","21600 Nm","2024-07-30T13:30:56.709+00:00"
"711","history","Paris - New York est effectué en avion pour la première fois en 1930 par :","Dieudonné COSTES et Maurice BELLONTE","2024-07-30T13:30:56.709+00:00"
"712","aircrafts","Le premier avion français à franchir le mur du son est le :","MD 452 MYSTÈRE","2024-07-30T13:30:56.709+00:00"
"690","theory","Qu'est-ce que le SAF ?","Un nouveau type de carburant durable","2024-07-30T13:30:56.709+00:00"
"691","airline","Qui est à la tête de Novespace, société réalisant des vols Paraboliques ?","Jean-Francois Clervoy","2024-07-30T13:30:56.709+00:00"
"692","aircrafts","De quel type de moteur est équipé l'airbus A310 zero-G ?","CF6","2024-07-30T13:30:56.709+00:00"
"693","history","Depuis 1963, le record d'altitude est détenu par l'avion fusée North American X15. Quelle est l'altitude atteinte :","107.960m","2024-07-30T13:30:56.709+00:00"
"694","history","Le pilote français PEGOUD réalise en 1913 une première mondiale, laquelle?","premier looping","2024-07-30T13:30:56.709+00:00"
"695","history","En quelle année le premier vol de l'A300B a été effectué?","1972","2024-07-30T13:30:56.709+00:00"
"698","theory","Jusqu'à quelle altitude l'organisme peut-il compenser les effets de l'hypoxie ?","12000ft","2024-07-30T13:30:56.709+00:00"
"701","military","Depuis quelle année le rafale a-t-il été mis en service dans l'armée l'air française?","2002","2024-07-30T13:30:56.709+00:00"
"702","history","Quand le concept de « check liste » aéronautique tel que nous le connaissons a-t-il été mis en place?","1977","2024-07-30T13:30:56.709+00:00"
"703","airline","Quel était le nom de la 1ère Caravelle mis en service par Air France en 1959 ?","Alsace","2024-07-30T13:30:56.709+00:00"
"704","theory","Qu'est ce qu'un marais barométrique ?","Un zone ou la pression atmosphérique varie peu","2024-07-30T13:30:56.709+00:00"
"714","airports","Code OACI Denver ?","KDEN","2024-07-30T13:30:56.709+00:00"
"715","geography","Longitude Rio ?","43° O","2024-07-30T13:30:56.709+00:00"
"716","history","En quelle année a été créé l'aéro-club de France ?","1898","2024-07-30T13:30:56.709+00:00"
"717","history","Quand et par qui a été effectué la première liaison commerciale aéropostale Natal-Rio à bord du Latécoère 28 ?","1930 par Mermoz","2024-07-30T13:30:56.709+00:00"
"718","theory","Entre autres, un turboréacteur possède?","un compresseur et une tuyère","2024-07-30T13:30:56.709+00:00"
"719","theory","Quel instrument n'a pas besoin d'être réglé par le pilote avant décollage?","indicateur de virage","2024-07-30T13:30:56.709+00:00"
"3593","theory","Quel est l'acronyme d'ILS ?","Instrument Landing System","2025-09-14T18:52:07.733+00:00"
"3594","history","En quelle année les premiers vols contrôlés et motorisés ?","1903","2025-09-14T18:52:07.733+00:00"
"731","theory","Comment est réalisé le dégivrage des ailes?","Application d'un liquide","2024-07-30T13:30:56.709+00:00"
"732","airports","Quel est l'aéroport le plus fréquenté d'Afrique en 2022 ?","Aéroport international du Caire (Le Caire)","2024-07-30T13:30:56.709+00:00"
"733","theory","on peut dire que l'avion monte lorsque :","la pente >0, assiette >0","2024-07-30T13:30:56.709+00:00"
"734","geography","Combien de frontière existe t-il avec la Bolivie?","5","2024-07-30T13:30:56.709+00:00"
"735","airports","Quel est l'aéroport d'Amérique du Sud le plus fréquenté?","Aéroport international de São Paulo-Guarulhos","2024-07-30T13:30:56.709+00:00"
"736","aircrafts","Lequel de ces éléments n'est pas embarqué par Concorde ?","Des volets","2024-07-30T13:30:56.709+00:00"
"721","history","En quelle année l'américain Richard Byrd effectua le premier survol du pôle sud ?","1929","2024-07-30T13:30:56.709+00:00"
"723","network","Quel est le plus long vol commercial ?","Singapour - New York","2024-07-30T13:30:56.709+00:00"
"724","airline","Sur quelle route a eu lieu le dernier accident mortelle d'Air France ?","Rio de Janeiro - Paris","2024-07-30T13:30:56.709+00:00"
"726","geography","Comment appelle-t-on un vent du secteur d'Est-Sud-Est qui souffle entre Perpignan et Montpellier?","Marin","2024-07-30T13:30:56.709+00:00"
"727","airports","Sur un aérodrome contrôlé, l'organisme qui délivre les clairances est?","la tour de contrôle (TWR)","2024-07-30T13:30:56.709+00:00"
"728","geography","Un talweg désigne :","une zone de plus basse pression atmosphérique que les régions environnantes","2024-07-30T13:30:56.709+00:00"
"729","theory","Parmi ces instruments, celui qui utilise un gyroscope est :","l'horizon artificiel","2024-07-30T13:30:56.709+00:00"
"730","theory","Un aéronef vole pendant 6 minutes à une vitesse sol de 120 Kts. Quelle distance a-t-il parcourue ?","12Nm","2024-07-30T13:30:56.709+00:00"
"737","fleet","Comment s'appelle le 1er A350 livré à AF ?","Toulouse","2024-07-30T13:30:56.709+00:00"
"738","history","Quand a été créée l'aéropostale ?","1927","2024-07-30T13:30:56.709+00:00"
"739","history","Lequel n'est pas un pilote de l'aéropostale ?","René Fonck","2024-07-30T13:30:56.709+00:00"
"740","theory","Quel nuage peut indiquer une météo favorable au vol en planeur ?","Cumulus","2024-07-30T13:30:56.709+00:00"
"741","geography","Latitude de Seattle :","48°N","2024-07-30T13:30:56.709+00:00"
"742","aircrafts","MTOW A320 ?","68t","2024-07-30T13:30:56.709+00:00"
"743","theory","Je suis à Lyon et je veux aller vers Toulouse en volant en VFR à plus de 5000 ft, quel niveau de vol j'ai le droit d'utiliser ?","FL 65","2024-07-30T13:30:56.709+00:00"
"3597","theory","Quel est le rôle principal du variomètre en aviation ?","Indiquer le taux de montée ou de descente","2025-09-19T10:46:17.144+00:00"
"3599","history","Quelle compagnie est fondatrice de l’alliance Oneworld ?","British Airways","2025-09-19T10:46:17.144+00:00"
"3600","geography","Laquelle des villes suivantes n'est pas une capital de l'Afrique du Sud?","Johannesburg","2025-09-24T01:58:31.259+00:00"
"747","aircrafts","Quel est l'envergure de l'Airbus A350-900?","64,75m","2024-07-30T13:30:56.709+00:00"
"748","theory","Les palonniers n'ont aucune influence sur :","Le tangage","2024-07-30T13:30:56.709+00:00"
"3601","airline","Quelle compagnie aérienne a prévue d'acheter 60.5% des parts de SAS en 2026?","Air France - KLM","2025-09-24T01:58:31.259+00:00"
"757","theory","A partir de combien de décibels peut-on perdre de l'ouïe ?","85 db","2024-07-30T13:30:56.709+00:00"
"758","theory","Quelle quantité de café / jour est considérée comme excessive et dangereuse pour la santé ?","> 250 mg / jour","2024-07-30T13:30:56.709+00:00"
"761","aircrafts","De quel pays le constructeur Pilatus est-il originaire ?","Suisse","2024-07-30T13:30:56.709+00:00"
"762","aircrafts","Lequel de ces moteurs n'est pas un turboréacteur ?","PT6","2024-07-30T13:30:56.709+00:00"
"763","aircrafts","Quel est la vitesse de croisière de L'A220?","870km/h","2024-07-30T13:30:56.709+00:00"
"765","theory","Quel est le code Transpondeur en cas de détournement d'aéronef ?","7500","2024-07-30T13:30:56.709+00:00"
"751","geography","Quelle est la capitale du Brésil ?","Brasilia","2024-07-30T13:30:56.709+00:00"
"754","airline","En quelle année a été réalisé le premier vol en A350 chez Air France ?","2019","2024-07-30T13:30:56.709+00:00"
"755","airports","Lequel de ces aérodromes n'est pas ouvert à la circulation aérienne publique ?","Landivisiau","2024-07-30T13:30:56.709+00:00"
"756","airline","Quelle compagnie ci-dessous fait partie de l'alliance Skyteam ?","China Eastern","2024-07-30T13:30:56.709+00:00"
"766","history","Qui a réalisé le 1er vol en hydravion","Fabre","2024-07-30T13:30:56.709+00:00"
"767","geography","De quel pays Conakry est-elle la capitale ?","Guinée","2024-07-30T13:30:56.709+00:00"
"769","theory","Quelle est la vitesse maximale en Mach (nombre de Mach) d'un avion de ligne typique en croisière ?","Mach 1.0","2024-07-30T13:30:56.709+00:00"
"772","theory","Qu'est ce que le METAR?","Message météorologique régulier","2024-07-30T13:30:56.709+00:00"
"773","history","Quel était le surnom de l'avion Latécoère 28 de Jean Mermoz?","Comte-de-La-Vaulx","2024-07-30T13:30:56.709+00:00"
"774","theory","Qu'est ce qu'indique l'ADF?","Gisement entre l'avion et une balise au sol","2024-07-30T13:30:56.709+00:00"
"775","history","Le premier vol de l'A380 est en :","2005","2024-07-30T13:30:56.709+00:00"
"776","history","En 1909, l'aviateur Louis Bleriot se rend célèbre en traversant :","la Manche","2024-07-30T13:30:56.709+00:00"
"777","history","Qui a traversé la Méditerranée pour la première fois ?","Rolland Garros","2024-07-30T13:30:56.709+00:00"
"778","airports","Combien y a t-il de pistes à l'aéroport Toulouse-Blagnac ?","2","2024-07-30T13:30:56.709+00:00"
"779","aircrafts","Combien de moteur dispose l'a340 ?","4","2024-07-30T13:30:56.709+00:00"
"780","history","En quelle année a été fondé Airbus ?","1970","2024-07-30T13:30:56.709+00:00"
"781","fleet","Quel est le taux de dilution du CFM56 ?","~6,5","2024-07-30T13:30:56.709+00:00"
"782","geography","La ville d'Abuja est la capitale de quel pays?","Nigeria","2024-07-30T13:30:56.709+00:00"
"783","aircrafts","Laquelle est une altitude de croisière typique du Concorde?","55000'","2024-07-30T13:30:56.709+00:00"
"786","history","Quand a eu lieu le premier meeting aérien ?","1906","2024-07-30T13:30:56.709+00:00"
"787","theory","quel est l'acronyme du métier de contrôleur aérien :","ICNA","2024-07-30T13:30:56.709+00:00"
"3602","theory","Quel est le rôle principal du pack dans le système pneumatique d’un avion de ligne ?","Réguler la pressurisation et la climatisation cabine","2025-09-27T04:50:15.725+00:00"
"789","history","l'ESA a annocé une astronaute française en 2022 qui est :","Sophie ADENOT","2024-07-30T13:30:56.709+00:00"
"790","airline","En quelle année Joon a fusionné avec AF","2019","2024-07-30T13:30:56.709+00:00"
"791","theory","Parmi ces instruments, lequel n'est pas obligatoire pour voler ?","horizon articifiel","2024-07-30T13:30:56.709+00:00"
"792","theory","Dans un message météo, que signifie CAT :","Clear Air Turbulence","2024-07-30T13:30:56.709+00:00"
"793","theory","Qu'est-ce qu'une auto-rotation?","Une vrille","2024-07-30T13:30:56.709+00:00"
"794","history","En quelle année à été créé Boeing","1916","2024-07-30T13:30:56.709+00:00"
"795","aircrafts","Quel avion emblématique a été utilisé par Air France pour ses vols long-courriers dans les années 1970 et 1980 ?","Boeing 747","2024-07-30T13:30:56.709+00:00"
"796","aircrafts","Quel avion n'est pas utilisé lors de la formation pilote à l'ENAC:","pilatus PC12","2024-07-30T13:30:56.709+00:00"
"797","theory","Comment, dans un METAR, désigne-t-on un ciel vide de nuages :","CAVOK","2024-07-30T13:30:56.709+00:00"
"3603","theory","Quel est le rôle exact du FAF (Final Approach Fix) dans une procédure d’approche aux instruments ?","Point où débute la descente finale stabilisée","2025-09-27T04:50:15.725+00:00"
"3604","theory","Dans la certification ETOPS, que signifie le chiffre associé (ex. ETOPS 180) ?","Temps maximal en minutes avec un seul moteur opérationnel","2025-09-27T04:50:15.725+00:00"
"3606","history","Quel pionnier a favorisé la gloire et la fortune de l’avionneur Marcel Dassault par son projet de l’aile delta ?","Roland Payen","2025-09-27T20:50:47.318+00:00"
"3607","aircrafts","La fibre de carbone représente plus de la moitié de la structure des avions les plus récents A350, Boeing 777X, Quel est le fournisseur incontournable de composite pour Boeing et Airbus ?","Cytec rachèté par Solvay","2025-09-27T20:50:47.318+00:00"
"799","history","En quelle année l'A340 a fait son premier vol","1991","2024-07-30T13:30:56.709+00:00"
"801","airports","Combien de piste l'aeroport de Londres - Heathrow comporte t il ?","2","2024-07-30T13:30:56.709+00:00"
"802","airline","Date du premier vole de l'A380 avec Air France ?","2009","2024-07-30T13:30:56.709+00:00"
"805","history","Année de premier vol Caravelle ?","1955","2024-07-30T13:30:56.709+00:00"
"807","airline","Qui a été le premier président d'Air France ?","Ernest Roume","2024-07-30T13:30:56.709+00:00"
"808","theory","Quel est le rapport idéal essence/air pour un moteur à piston ?","1/15","2024-07-30T13:30:56.709+00:00"
"809","history","Qu'elle est la date du premier vol des Frères Mongolfier ?","1783","2024-07-30T13:30:56.709+00:00"
"812","airline","En 2023 AF va fêter ses ... :","90 ans","2024-07-30T13:30:56.709+00:00"
"813","aircrafts","Combien de réacteurs a un MD11 ?","3","2024-07-30T13:30:56.709+00:00"
"815","fleet","Quel est le réacteur le plus puissant des avions de la flotte d'air france?","GE90-115","2024-07-30T13:30:56.709+00:00"
"816","theory","Quel est le code à afficher au transpondeur en vol VFR lors d'une panne radio ?","7600","2024-07-30T13:30:56.709+00:00"
"819","theory","Quelle est l'utilité du raccord Karman ?","faciliter l'écoulement de l'air en réduisant la traînée induite","2024-07-30T13:30:56.709+00:00"
"820","fleet","Au 25 Septembre 2023 Air France-KLM commande des appareils pour renouveler sa flotte long-courrier par :","50 airbus A350-900 et A350-1000","2024-07-30T13:30:56.709+00:00"
"3608","airports","Quel est le code OACI de l’Aéroport International Blaise Diagne au Sénégal?","GOBD","2025-10-03T00:08:53.859+00:00"
"825","theory","Quels risques posent les nuages de type Stratus en VFR ?","masquage du sommet des reliefs dû à leur base pouvant être très basse","2024-07-30T13:30:56.709+00:00"
"826","geography","Quelle est la capitale du Pérou ?","Lima","2024-07-30T13:30:56.709+00:00"
"3609","theory","Quel logiciel de conception assistée par ordinateur, créé par Dassault Systèmes est devenu un outil leader dans l’industrie aéronautique, automobile, navale de précision?","CATIA","2025-10-03T00:08:53.859+00:00"
"3610","history","Quand est-ce que la Fédération Française de Vol en Planeur (FFVP) a été fondée?","12 Janvier 1966","2025-10-03T00:08:53.859+00:00"
"846","geography","Quelle est la longitude d'Osaka ?","136°E","2024-07-30T13:30:56.709+00:00"
"847","history","En quelle année la compagnie Aigle Azur a t elle disparu ?","2019","2024-07-30T13:30:56.709+00:00"
"848","history","Quel accident aérien notoire impliquant AF s'est produit en 2009 ?","VolAF447 - A330","2024-07-30T13:30:56.709+00:00"
"849","history","Le premier vol du nuit a été réalisé en :","1910","2024-07-30T13:30:56.709+00:00"
